"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"1240","Q8CJ69","ENSMUSG00000031963","1240.1.1","BMPER","ENSG00000164619","BMP binding endothelial regulator [Source:HGNC Symbol;Acc:HGNC:24154]"
"1241","Q99MY8","ENSMUSG00000028053","1241.1.1","ASH1L","ENSG00000116539","ASH1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:19088]"
"1242","Q9CSH3","ENSMUSG00000033166","1242.1.1","DIS3","ENSG00000083520","DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:20604]"
"1243","Q9QZL6","N/A","1243.1.1","N/A","N/A","N/A"
"1244","Q9Z2Z9","ENSMUSG00000020363","1244.1.1","GFPT2","ENSG00000131459","glutamine-fructose-6-phosphate transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4242]"
"1245","B2RY56","ENSMUSG00000010608","1245.1.1","RBM25","ENSG00000119707","RNA binding motif protein 25 [Source:HGNC Symbol;Acc:HGNC:23244]"
"1246","P09671","ENSMUSG00000006818","1246.1.1","SOD2","ENSG00000112096","superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]"
"1247","P46664","ENSMUSG00000015961","1247.1.1","ADSS2","ENSG00000035687","adenylosuccinate synthase 2 [Source:HGNC Symbol;Acc:HGNC:292]"
"1248","P99026","ENSMUSG00000005779","1248.1.1","PSMB4","ENSG00000159377","proteasome 20S subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:9541]"
"1249","Q80UG5","ENSMUSG00000059248","1249.1.1","SEPTIN9","ENSG00000184640","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"1250","Q9DB27","ENSMUSG00000000355","1250.1.1","MCTS1","ENSG00000232119","MCTS1 re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:23357]"
"1251","O35127","ENSMUSG00000072772","1251.1.1","C12orf57","ENSG00000111678","chromosome 12 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:29521]"
"1252","P08003","N/A","1252.1.1","N/A","N/A","N/A"
"1253","P47955","ENSMUSG00000007892","1253.1.1","RPLP1","ENSG00000137818","ribosomal protein lateral stalk subunit P1 [Source:HGNC Symbol;Acc:HGNC:10372]"
"1254","P99024","ENSMUSG00000001525","1254.1.1","TUBB","ENSG00000196230","tubulin beta class I [Source:HGNC Symbol;Acc:HGNC:20778]"
"1255","Q06335","ENSMUSG00000031996","1255.1.1","APLP2","ENSG00000084234","amyloid beta precursor like protein 2 [Source:HGNC Symbol;Acc:HGNC:598]"
"1256","Q6P2B1","ENSMUSG00000012535","1256.1.1","TNPO3","ENSG00000064419","transportin 3 [Source:HGNC Symbol;Acc:HGNC:17103]"
"1257","Q80YR6","ENSMUSG00000041238","1257.1.1","RBBP8","ENSG00000101773","RB binding protein 8, endonuclease [Source:HGNC Symbol;Acc:HGNC:9891]"
"1258","Q8K088","ENSMUSG00000066798","1258.1.1","ZBTB6","ENSG00000186130","zinc finger and BTB domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16764]"
"1259","Q8VD65","ENSMUSG00000032571","1259.1.1","PIK3R4","ENSG00000196455","phosphoinositide-3-kinase regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:8982]"
"1260","Q8VDM1","ENSMUSG00000027582","1260.1.1","ZGPAT","ENSG00000197114","zinc finger CCCH-type and G-patch domain containing [Source:HGNC Symbol;Acc:HGNC:15948]"
"1261","Q99P88","ENSMUSG00000022142","1261.1.1","NUP155","ENSG00000113569","nucleoporin 155 [Source:HGNC Symbol;Acc:HGNC:8063]"
"1262","A2AJI0","ENSMUSG00000028849","1262.1.1","MAP7D1","ENSG00000116871","MAP7 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25514]"
"1263","O88712","ENSMUSG00000037373","1263.1.1","CTBP1","ENSG00000159692","C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]"
"1264","P17918","ENSMUSG00000027342","1264.1.1","PCNA","ENSG00000132646","proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729]"
"1265","P97770","ENSMUSG00000030264","1265.1.1","THUMPD3","ENSG00000134077","THUMP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24493]"
"1266","Q60737","ENSMUSG00000074698","1266.1.1","CSNK2A1","ENSG00000101266","casein kinase 2 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2457]"
"1266","Q60737","ENSMUSG00000074698","1266.1.2","CSNK2A3","ENSG00000254598","casein kinase 2 alpha 3 [Source:HGNC Symbol;Acc:HGNC:2458]"
"1267","Q80SU7","ENSMUSG00000078606","1267.1.1","N/A","N/A","N/A"
"1268","Q924W7","ENSMUSG00000031024","1268.1.1","DENND2B","ENSG00000166444","DENN domain containing 2B [Source:HGNC Symbol;Acc:HGNC:11350]"
"1269","Q9CXU0","ENSMUSG00000021598","1269.1.1","N/A","N/A","N/A"
"1270","Q9D832","ENSMUSG00000028035","1270.1.1","DNAJB4","ENSG00000162616","DnaJ heat shock protein family (Hsp40) member B4 [Source:HGNC Symbol;Acc:HGNC:14886]"
"1271","Q9R1Q6","ENSMUSG00000029810","1271.1.1","TMEM176B","ENSG00000106565","transmembrane protein 176B [Source:HGNC Symbol;Acc:HGNC:29596]"
"1272","Q9WVL2","N/A","1272.1.1","N/A","N/A","N/A"
"1273","O08788","ENSMUSG00000031865","1273.1.1","DCTN1","ENSG00000204843","dynactin subunit 1 [Source:HGNC Symbol;Acc:HGNC:2711]"
"1273","O08788","ENSMUSG00000031865","1273.1.2","","ENSG00000264324","novel protein"
"1274","Q80TP3","N/A","1274.1.1","N/A","N/A","N/A"
"1275","Q80WJ7","ENSMUSG00000022255","1275.1.1","MTDH","ENSG00000147649","metadherin [Source:HGNC Symbol;Acc:HGNC:29608]"
"1276","Q9D883","ENSMUSG00000061613","1276.1.1","U2AF1","ENSG00000160201","U2 small nuclear RNA auxiliary factor 1 [Source:HGNC Symbol;Acc:HGNC:12453]"
"1276","Q9D883","ENSMUSG00000061613","1276.1.2","","ENSG00000275895","U2 small nuclear RNA auxiliary factor 1-like 5"
"1277","O70475","ENSMUSG00000029201","1277.1.1","UGDH","ENSG00000109814","UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525]"
"1278","Q8BH64","ENSMUSG00000074364","1278.1.1","EHD2","ENSG00000024422","EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]"
"1279","Q920B0","ENSMUSG00000030064","1279.1.1","FRMD4B","ENSG00000114541","FERM domain containing 4B [Source:HGNC Symbol;Acc:HGNC:24886]"
"1280","Q9QYB5-2","ENSMUSG00000025026","1280.1.1","ADD3","ENSG00000148700","adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]"
"1281","Q5SWU9","ENSMUSG00000020532","1281.1.1","ACACA","ENSG00000278540","acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]"
"1282","Q64299","ENSMUSG00000037362","1282.1.1","CCN3","ENSG00000136999","cellular communication network factor 3 [Source:HGNC Symbol;Acc:HGNC:7885]"
"1283","Q64345","ENSMUSG00000074896","1283.1.1","IFIT3","ENSG00000119917","interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]"
"1284","Q8JZM7","ENSMUSG00000026361","1284.1.1","CDC73","ENSG00000134371","cell division cycle 73 [Source:HGNC Symbol;Acc:HGNC:16783]"
"1285","Q8K124","ENSMUSG00000050721","1285.1.1","PLEKHO2","ENSG00000241839","pleckstrin homology domain containing O2 [Source:HGNC Symbol;Acc:HGNC:30026]"
"1285","Q8K124","ENSMUSG00000050721","1285.1.2","","ENSG00000249240","novel protein"
"1286","Q99K85","ENSMUSG00000024640","1286.1.1","PSAT1","ENSG00000135069","phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]"
"1287","Q9CZ42","N/A","1287.1.1","N/A","N/A","N/A"
"1288","P52431","ENSMUSG00000038644","1288.1.1","POLD1","ENSG00000062822","DNA polymerase delta 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9175]"
"1289","Q91VR2","ENSMUSG00000025781","1289.1.1","ATP5F1C","ENSG00000165629","ATP synthase F1 subunit gamma [Source:HGNC Symbol;Acc:HGNC:833]"
"1290","Q99KP6","ENSMUSG00000024735","1290.1.1","PRPF19","ENSG00000110107","pre-mRNA processing factor 19 [Source:HGNC Symbol;Acc:HGNC:17896]"
"1291","Q9CX00","ENSMUSG00000031729","1291.1.1","IST1","ENSG00000182149","IST1 factor associated with ESCRT-III [Source:HGNC Symbol;Acc:HGNC:28977]"
"1292","P11499","ENSMUSG00000023944","1292.1.1","HSP90AB1","ENSG00000096384","heat shock protein 90 alpha family class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258]"
"1293","P32020","ENSMUSG00000028603","1293.1.1","SCP2","ENSG00000116171","sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]"
"1294","Q6ZWX6","ENSMUSG00000021116","1294.1.1","EIF2S1","ENSG00000134001","eukaryotic translation initiation factor 2 subunit alpha [Source:HGNC Symbol;Acc:HGNC:3265]"
"1295","Q99N85","N/A","1295.1.1","N/A","N/A","N/A"
"1296","Q9D8S3","ENSMUSG00000054277","1296.1.1","ARFGAP3","ENSG00000242247","ADP ribosylation factor GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:661]"
"1297","Q9DAW9","ENSMUSG00000053931","1297.1.1","CNN3","ENSG00000117519","calponin 3 [Source:HGNC Symbol;Acc:HGNC:2157]"
"1298","Q9QZD9","ENSMUSG00000028798","1298.1.1","N/A","N/A","N/A"
"1299","P05064","ENSMUSG00000030695","1299.1.1","ALDOA","ENSG00000149925","aldolase, fructose-bisphosphate A [Source:HGNC Symbol;Acc:HGNC:414]"
"1300","P08121","ENSMUSG00000026043","1300.1.1","COL3A1","ENSG00000168542","collagen type III alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2201]"
"1301","P09411","ENSMUSG00000062070","1301.1.1","PGK1","ENSG00000102144","phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8896]"
"1302","P17156","ENSMUSG00000059970","1302.1.1","HSPA2","ENSG00000126803","heat shock protein family A (Hsp70) member 2 [Source:HGNC Symbol;Acc:HGNC:5235]"
"1303","P62488","ENSMUSG00000071662","1303.1.1","POLR2G","ENSG00000168002","RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]"
"1304","P62737","ENSMUSG00000035783","1304.1.1","ACTA2","ENSG00000107796","actin alpha 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:130]"
"1305","P63276","ENSMUSG00000061787","1305.1.1","N/A","N/A","N/A"
"1306","P97447","ENSMUSG00000023092","1306.1.1","N/A","N/A","N/A"
"1307","Q1HFZ0","ENSMUSG00000021595","1307.1.1","NSUN2","ENSG00000037474","NOP2/Sun RNA methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:25994]"
"1308","Q61035","ENSMUSG00000001380","1308.1.1","HARS1","ENSG00000170445","histidyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:4816]"
"1309","Q62188","ENSMUSG00000024501","1309.1.1","DPYSL3","ENSG00000113657","dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]"
"1310","Q6NXI6","ENSMUSG00000028106","1310.1.1","RPRD2","ENSG00000163125","regulation of nuclear pre-mRNA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29039]"
"1311","Q6PCL9","ENSMUSG00000020273","1311.1.1","PAPOLG","ENSG00000115421","poly(A) polymerase gamma [Source:HGNC Symbol;Acc:HGNC:14982]"
"1312","Q01853","ENSMUSG00000028452","1312.1.1","VCP","ENSG00000165280","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"1313","Q923A2","ENSMUSG00000069910","1313.1.1","SPDL1","ENSG00000040275","spindle apparatus coiled-coil protein 1 [Source:HGNC Symbol;Acc:HGNC:26010]"
"1314","P61965","ENSMUSG00000026917","1314.1.1","WDR5","ENSG00000196363","WD repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:12757]"
"1315","Q5SFM8","ENSMUSG00000024491","1315.1.1","RBM27","ENSG00000091009","RNA binding motif protein 27 [Source:HGNC Symbol;Acc:HGNC:29243]"
"1315","Q5SFM8","ENSMUSG00000024491","1315.1.2","","ENSG00000275740","novel readthrough transcript"
"1316","Q8K4Q0","N/A","1316.1.1","N/A","N/A","N/A"
"1317","Q9DBL1","ENSMUSG00000030861","1317.1.1","ACADSB","ENSG00000196177","acyl-CoA dehydrogenase short/branched chain [Source:HGNC Symbol;Acc:HGNC:91]"
"1318","Q5FWK3","ENSMUSG00000027247","1318.1.1","ARHGAP1","ENSG00000175220","Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:673]"
"1319","Q6ZQH8","ENSMUSG00000052533","1319.1.1","NUP188","ENSG00000095319","nucleoporin 188 [Source:HGNC Symbol;Acc:HGNC:17859]"
"1320","Q8BK72","ENSMUSG00000041632","1320.1.1","MRPS27","ENSG00000113048","mitochondrial ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:14512]"
"1321","O35640","ENSMUSG00000021950","1321.1.1","ANXA8L1","ENSG00000264230","annexin A8 like 1 [Source:HGNC Symbol;Acc:HGNC:23334]"
"1321","O35640","ENSMUSG00000021950","1321.1.2","ANXA8","ENSG00000265190","annexin A8 [Source:HGNC Symbol;Acc:HGNC:546]"
"1322","P28301","ENSMUSG00000024529","1322.1.1","LOX","ENSG00000113083","lysyl oxidase [Source:HGNC Symbol;Acc:HGNC:6664]"
"1323","P28798","ENSMUSG00000034708","1323.1.1","GRN","ENSG00000030582","granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]"
"1324","P30282","ENSMUSG00000034165","1324.1.1","CCND3","ENSG00000112576","cyclin D3 [Source:HGNC Symbol;Acc:HGNC:1585]"
"1325","P35550","ENSMUSG00000046865","1325.1.1","FBL","ENSG00000105202","fibrillarin [Source:HGNC Symbol;Acc:HGNC:3599]"
"1326","P57780","ENSMUSG00000054808","1326.1.1","ACTN4","ENSG00000130402","actinin alpha 4 [Source:HGNC Symbol;Acc:HGNC:166]"
"1327","P62320","ENSMUSG00000020180","1327.1.1","SNRPD3","ENSG00000100028","small nuclear ribonucleoprotein D3 polypeptide [Source:HGNC Symbol;Acc:HGNC:11160]"
"1327","P62320","ENSMUSG00000020180","1327.1.2","","ENSG00000286070","novel protein"
"1328","P62849","ENSMUSG00000025290","1328.1.1","N/A","N/A","N/A"
"1329","P98063","ENSMUSG00000022098","1329.1.1","BMP1","ENSG00000168487","bone morphogenetic protein 1 [Source:HGNC Symbol;Acc:HGNC:1067]"
"1330","Q03172","N/A","1330.1.1","N/A","N/A","N/A"
"1331","Q3UHH1","ENSMUSG00000021819","1331.1.1","ZSWIM8","ENSG00000214655","zinc finger SWIM-type containing 8 [Source:HGNC Symbol;Acc:HGNC:23528]"
"1332","Q61810","ENSMUSG00000024940","1332.1.1","LTBP3","ENSG00000168056","latent transforming growth factor beta binding protein 3 [Source:HGNC Symbol;Acc:HGNC:6716]"
"1333","Q62130","ENSMUSG00000026604","1333.1.1","PTPN14","ENSG00000152104","protein tyrosine phosphatase non-receptor type 14 [Source:HGNC Symbol;Acc:HGNC:9647]"
"1334","Q8BIG4","ENSMUSG00000047539","1334.1.1","FBXO28","ENSG00000143756","F-box protein 28 [Source:HGNC Symbol;Acc:HGNC:29046]"
"1335","Q8BL66","ENSMUSG00000036499","1335.1.1","EEA1","ENSG00000102189","early endosome antigen 1 [Source:HGNC Symbol;Acc:HGNC:3185]"
"1336","Q8C570","ENSMUSG00000027509","1336.1.1","RAE1","ENSG00000101146","ribonucleic acid export 1 [Source:HGNC Symbol;Acc:HGNC:9828]"
"1337","Q8CH18","ENSMUSG00000020074","1337.1.1","CCAR1","ENSG00000060339","cell division cycle and apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:24236]"
"1338","Q8K136","ENSMUSG00000092607","1338.1.1","SCNM1","ENSG00000163156","sodium channel modifier 1 [Source:HGNC Symbol;Acc:HGNC:23136]"
"1339","Q8R0A0","ENSMUSG00000067995","1339.1.1","GTF2F2","ENSG00000188342","general transcription factor IIF subunit 2 [Source:HGNC Symbol;Acc:HGNC:4653]"
"1340","Q8VH51","ENSMUSG00000027620","1340.1.1","RBM39","ENSG00000131051","RNA binding motif protein 39 [Source:HGNC Symbol;Acc:HGNC:15923]"
"1341","Q920E5","ENSMUSG00000059743","1341.1.1","FDPS","ENSG00000160752","farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:HGNC:3631]"
"1342","Q921W0","ENSMUSG00000000743","1342.1.1","CHMP1A","ENSG00000131165","charged multivesicular body protein 1A [Source:HGNC Symbol;Acc:HGNC:8740]"
"1343","Q9CR57","ENSMUSG00000025794","1343.1.1","RPL14","ENSG00000188846","ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:10305]"
"1344","Q9CXG3","ENSMUSG00000015757","1344.1.1","PPIL4","ENSG00000131013","peptidylprolyl isomerase like 4 [Source:HGNC Symbol;Acc:HGNC:15702]"
"1345","Q9D1M7","ENSMUSG00000003355","1345.1.1","FKBP11","ENSG00000134285","FKBP prolyl isomerase 11 [Source:HGNC Symbol;Acc:HGNC:18624]"
"1346","Q9JHD2","ENSMUSG00000020918","1346.1.1","KAT2A","ENSG00000108773","lysine acetyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:4201]"
"1347","Q9JM52","ENSMUSG00000020827","1347.1.1","MINK1","ENSG00000141503","misshapen like kinase 1 [Source:HGNC Symbol;Acc:HGNC:17565]"
"1348","Q9QXZ0","N/A","1348.1.1","N/A","N/A","N/A"
"1349","Q9QZE7","ENSMUSG00000056820","1349.1.1","TSNAX","ENSG00000116918","translin associated factor X [Source:HGNC Symbol;Acc:HGNC:12380]"
"1350","Q64127","ENSMUSG00000029833","1350.1.1","TRIM24","ENSG00000122779","tripartite motif containing 24 [Source:HGNC Symbol;Acc:HGNC:11812]"
"1351","Q6NSQ7","ENSMUSG00000019814","1351.1.1","LTV1","ENSG00000135521","LTV1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:21173]"
"1351","Q6NSQ7","ENSMUSG00000019814","1351.1.2","","ENSG00000280148","novel transcript"
"1352","Q7TMK9","ENSMUSG00000032423","1352.1.1","SYNCRIP","ENSG00000135316","synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]"
"1353","Q91VW9","N/A","1353.1.1","N/A","N/A","N/A"
"1354","Q9CZM2","ENSMUSG00000012405","1354.1.1","N/A","N/A","N/A"
"1355","Q9JHS4","ENSMUSG00000015357","1355.1.1","CLPX","ENSG00000166855","caseinolytic mitochondrial matrix peptidase chaperone subunit X [Source:HGNC Symbol;Acc:HGNC:2088]"
"1356","Q9QZS3","ENSMUSG00000021224","1356.1.1","NUMB","ENSG00000133961","NUMB endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8060]"
"1357","P16110","N/A","1357.1.1","N/A","N/A","N/A"
"1358","P17182","ENSMUSG00000059040","1358.1.1","ENO1","ENSG00000074800","enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]"
"1358","P17182","ENSMUSG00000063524","1358.2.1","ENO1","ENSG00000074800","enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]"
"1359","P24369","ENSMUSG00000032383","1359.1.1","PPIB","ENSG00000166794","peptidylprolyl isomerase B [Source:HGNC Symbol;Acc:HGNC:9255]"
"1360","Q68FE6","ENSMUSG00000038604","1360.1.1","RIPOR1","ENSG00000039523","RHO family interacting cell polarization regulator 1 [Source:HGNC Symbol;Acc:HGNC:25836]"
"1361","Q8BFQ4","ENSMUSG00000020257","1361.1.1","WDR82","ENSG00000164091","WD repeat domain 82 [Source:HGNC Symbol;Acc:HGNC:28826]"
"1362","Q8VCD5","ENSMUSG00000031935","1362.1.1","MED17","ENSG00000042429","mediator complex subunit 17 [Source:HGNC Symbol;Acc:HGNC:2375]"
"1362","Q8VCD5","ENSMUSG00000031935","1362.1.2","","ENSG00000284057","novel protein, C11orf54-MED17 readthrough"
"1363","Q921L5","ENSMUSG00000031979","1363.1.1","COG2","ENSG00000135775","component of oligomeric golgi complex 2 [Source:HGNC Symbol;Acc:HGNC:6546]"
"1364","Q9CWK8","ENSMUSG00000034484","1364.1.1","SNX2","ENSG00000205302","sorting nexin 2 [Source:HGNC Symbol;Acc:HGNC:11173]"
"1365","Q9DBN9","ENSMUSG00000026404","1365.1.1","DDX59","ENSG00000118197","DEAD-box helicase 59 [Source:HGNC Symbol;Acc:HGNC:25360]"
"1366","Q9ESX5","ENSMUSG00000031403","1366.1.1","DKC1","ENSG00000130826","dyskerin pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:2890]"
"1367","P22315","N/A","1367.1.1","N/A","N/A","N/A"
"1368","P28862","N/A","1368.1.1","N/A","N/A","N/A"
"1369","P50540","ENSMUSG00000025025","1369.1.1","MXI1","ENSG00000119950","MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]"
"1370","P97371","ENSMUSG00000022216","1370.1.1","PSME1","ENSG00000092010","proteasome activator subunit 1 [Source:HGNC Symbol;Acc:HGNC:9568]"
"1371","Q811D0","ENSMUSG00000022770","1371.1.1","DLG1","ENSG00000075711","discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]"
"1372","Q8CFW7","ENSMUSG00000039765","1372.1.1","CC2D2A","ENSG00000048342","coiled-coil and C2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29253]"
"1373","Q9JM76","ENSMUSG00000029465","1373.1.1","ARPC3","ENSG00000111229","actin related protein 2/3 complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:706]"
"1374","O35988","ENSMUSG00000017009","1374.1.1","SDC4","ENSG00000124145","syndecan 4 [Source:HGNC Symbol;Acc:HGNC:10661]"
"1375","P62245","ENSMUSG00000008683","1375.1.1","N/A","N/A","N/A"
"1376","P70268","ENSMUSG00000057672","1376.1.1","PKN1","ENSG00000123143","protein kinase N1 [Source:HGNC Symbol;Acc:HGNC:9405]"
"1377","P97789","N/A","1377.1.1","N/A","N/A","N/A"
"1378","Q8BMJ2","ENSMUSG00000024493","1378.1.1","LARS1","ENSG00000133706","leucyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:6512]"
"1379","Q8CFE6","ENSMUSG00000022462","1379.1.1","SLC38A2","ENSG00000134294","solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448]"
"1380","Q8VHJ5","ENSMUSG00000026620","1380.1.1","MARK1","ENSG00000116141","microtubule affinity regulating kinase 1 [Source:HGNC Symbol;Acc:HGNC:6896]"
"1381","Q9WVK4","ENSMUSG00000024772","1381.1.1","EHD1","ENSG00000110047","EH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3242]"
"1382","O08917","ENSMUSG00000059714","1382.1.1","FLOT1","ENSG00000137312","flotillin 1 [Source:HGNC Symbol;Acc:HGNC:3757]"
"1383","P14869","ENSMUSG00000067274","1383.1.1","N/A","N/A","N/A"
"1384","P18654","ENSMUSG00000031309","1384.1.1","RPS6KA3","ENSG00000177189","ribosomal protein S6 kinase A3 [Source:HGNC Symbol;Acc:HGNC:10432]"
"1385","Q61703","N/A","1385.1.1","N/A","N/A","N/A"
"1386","Q64449","ENSMUSG00000020695","1386.1.1","MRC2","ENSG00000011028","mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]"
"1387","Q8CFE2","ENSMUSG00000038005","1387.1.1","HPF1","ENSG00000056050","histone PARylation factor 1 [Source:HGNC Symbol;Acc:HGNC:26051]"
"1388","Q921S7","ENSMUSG00000028622","1388.1.1","MRPL37","ENSG00000116221","mitochondrial ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:14034]"
"1389","Q9CVB6","ENSMUSG00000006304","1389.1.1","ARPC2","ENSG00000163466","actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705]"
"1390","Q9R1P4","ENSMUSG00000030751","1390.1.1","PSMA1","ENSG00000129084","proteasome 20S subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]"
"1391","O08609","N/A","1391.1.1","N/A","N/A","N/A"
"1392","O08919","ENSMUSG00000063160","1392.1.1","NUMBL","ENSG00000105245","NUMB like endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8061]"
"1393","P30285","ENSMUSG00000006728","1393.1.1","CDK4","ENSG00000135446","cyclin dependent kinase 4 [Source:HGNC Symbol;Acc:HGNC:1773]"
"1394","Q922Q2","ENSMUSG00000021428","1394.1.1","RIOK1","ENSG00000124784","RIO kinase 1 [Source:HGNC Symbol;Acc:HGNC:18656]"
"1395","Q9CXY6","ENSMUSG00000001016","1395.1.1","ILF2","ENSG00000143621","interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037]"
"1396","Q9Z175","ENSMUSG00000000693","1396.1.1","LOXL3","ENSG00000115318","lysyl oxidase like 3 [Source:HGNC Symbol;Acc:HGNC:13869]"
"1397","P14206","ENSMUSG00000032518","1397.1.1","RPSA","ENSG00000168028","ribosomal protein SA [Source:HGNC Symbol;Acc:HGNC:6502]"
"1397","P14206","ENSMUSG00000032518","1397.1.2","RPSAP58","ENSG00000288920","ribosomal protein SA pseudogene 58 [Source:HGNC Symbol;Acc:HGNC:36809]"
